app_id,helpful,funny,date,is_recommended,hours,user_id,review_id
105600,3,0,2020-03-22,True,540.8,12272735,252524
1290000,0,0,2022-07-24,True,55.7,11693852,254142
1145360,2,0,2021-06-01,True,20.1,9278838,255708
1325200,0,0,2021-03-01,False,28.0,13235729,255942
1332010,0,0,2022-07-19,True,2.0,5514950,257553
250900,0,0,2021-11-26,True,0.3,13183410,261383
292030,32,3,2017-09-07,True,189.1,10098089,264039
322330,19,69,2019-05-17,True,44.1,5476662,268706
1938090,0,0,2022-11-19,True,11.8,11142971,269188
221680,0,0,2019-07-22,True,27.2,11968537,273832
1091500,0,0,2021-09-28,True,111.2,3738615,275582
489830,118,7,2019-02-05,True,477.4,12915709,277641
377160,0,2,2016-07-25,True,225.6,6036917,278666
292030,0,0,2019-12-21,True,74.3,14236165,279707
1091500,5,0,2020-12-10,False,1.3,7411738,280356
292030,2,0,2019-12-23,True,897.7,5514950,282744
244850,0,0,2019-03-01,True,101.5,368423,288867
1172470,0,0,2021-05-18,True,21.5,2425249,291162
252490,0,0,2015-04-19,False,459.9,9500322,292403
239030,0,0,2016-12-31,True,21.9,2058113,294279
292030,58,6,2016-01-11,True,97.0,3911775,299651
1222140,2,0,2022-04-09,True,62.3,13873776,300717
582010,8,0,2018-08-09,True,508.6,3695443,301472
244210,0,0,2021-07-16,True,223.8,349833,303862
1245620,0,0,2022-03-22,True,92.1,8572913,304174
218620,0,0,2020-03-17,True,76.5,6956683,311632
294100,3,0,2018-10-05,True,532.1,5892738,311885
381210,2,0,2020-10-27,True,480.3,9853927,312531
1938090,2,0,2022-10-30,False,218.4,12013219,313526
529340,0,0,2022-10-28,True,129.6,4511466,313873
815370,0,0,2022-05-19,True,42.4,2088299,315558
239030,2,0,2013-12-25,True,6.4,6887696,319246
431960,0,0,2020-08-18,True,21.2,11515038,321545
1174180,0,0,2020-05-13,True,218.2,12736329,326159
1794680,0,0,2022-01-21,True,50.4,12699049,326461
218620,0,0,2018-11-23,True,44.5,6880938,327528
489830,7,0,2018-02-16,True,20.8,9799880,327813
1599340,2,0,2022-08-14,False,44.3,5028369,328655
678950,0,0,2021-06-30,True,11.2,5791567,329425
107410,0,0,2014-01-22,True,452.3,11509833,334607
252490,0,0,2022-05-14,True,9.4,6156243,336166
238960,0,0,2019-03-19,True,37.8,5957573,341501
814380,2,0,2019-03-22,True,32.4,3053376,343154
1938090,0,0,2022-11-02,False,73.7,6238835,343561
1466860,0,0,2021-11-26,True,97.3,11515038,345563
1449850,5,2,2022-01-18,True,8.0,11397265,348395
264710,8,0,2015-09-29,True,25.1,13353017,353580
292030,0,0,2021-09-12,False,18.4,13860698,354362
1766740,0,0,2022-12-10,True,3.4,4326922,355954
233860,0,0,2019-02-22,True,40.4,9884816,356457
252490,0,0,2018-06-14,False,6.9,250490,356486
108600,2,0,2016-02-01,True,889.7,5801149,358198
202970,0,0,2021-04-02,True,57.5,11990630,359685
271590,41,0,2017-06-18,False,245.6,2745609,360811
374320,0,0,2020-04-20,True,28.4,7899202,361060
397540,0,0,2021-01-07,True,484.5,13960940,361264
1938090,2,0,2022-11-13,False,59.2,5238482,362237
271590,0,0,2020-10-22,True,123.0,12101444,364008
1435790,0,0,2022-05-19,True,8.1,2088299,364387
1789480,0,0,2022-10-09,True,97.0,1135134,364862
397540,0,0,2021-10-18,False,6.4,8035219,365923
1817190,0,0,2022-12-21,True,20.1,5213696,369913
730,4,0,2017-12-30,True,454.4,8180130,370067
440900,3,0,2017-02-09,True,16.6,4511466,371303
244850,0,0,2019-02-23,True,143.0,10294894,373540
108600,0,0,2014-12-28,True,430.6,13833080,374434
1817070,2,0,2022-11-13,True,14.6,11231511,377934
252490,2,0,2016-04-15,True,334.1,1470009,379453
275850,0,0,2020-01-20,True,117.4,5592740,379499
292030,0,0,2021-04-01,True,217.8,4742380,380744
244210,0,0,2017-07-02,True,32.3,12366072,381011
686810,0,0,2021-11-03,True,95.4,2218725,383032
238960,0,0,2022-03-20,True,6.3,11271460,384045
306130,50,0,2020-04-03,True,11.7,12915709,385105
1599340,0,0,2021-06-15,True,267.7,5875712,388807
438100,3,3,2022-08-22,True,528.8,12427315,391641
271590,2,0,2019-11-23,True,766.1,11231511,394490
108600,0,0,2022-03-18,True,6.3,5465140,396164
2208920,0,0,2022-12-08,True,8.8,872243,396317
1174180,0,0,2022-12-07,True,29.6,5771546,399301
1172620,2,0,2021-04-05,False,57.7,13235729,400787
1313140,0,0,2022-08-16,True,21.5,13396294,401209
1184370,0,0,2021-09-22,True,295.6,11762951,403013
359550,2,0,2017-09-23,True,7.0,3821259,409703
239030,0,0,2019-06-26,True,0.4,4784381,414565
431960,0,0,2022-01-22,True,276.9,5323215,416271
435150,0,0,2019-01-30,True,156.6,14090611,416369
431960,0,0,2016-12-21,True,23.5,13206928,418072
252490,0,0,2018-02-08,False,531.8,4648289,420309
236390,0,0,2016-02-15,True,247.6,4152896,420538
105600,5,0,2014-12-20,True,417.7,12411768,423793
239030,0,0,2013-10-15,True,17.7,9888350,423880
620980,0,0,2020-09-11,False,23.0,11687783,424089
413150,0,0,2022-02-22,True,37.3,2429010,426348
582660,0,0,2018-08-23,False,255.7,13235729,428881
294100,0,0,2022-03-23,True,805.8,12411768,430495
218620,0,0,2018-10-28,True,6.0,6611348,433585
238960,0,0,2018-12-14,True,72.3,2607198,434380
244850,0,0,2021-02-28,True,450.5,12736329,434676
1172470,0,0,2020-11-14,True,19.3,739212,436394
438100,0,0,2018-04-09,True,21.3,6675857,437266
730,3022,15,2014-03-14,True,121.3,1470009,439932
271590,2,0,2016-06-03,True,8.8,979894,441878
703080,0,0,2021-08-23,False,30.0,669888,443761
1599340,3,0,2022-02-11,True,85.5,11397265,445660
526870,0,0,2022-11-22,True,242.5,8975022,446194
602960,3,0,2019-06-05,True,6.5,3261601,447208
1259420,3,0,2022-08-07,True,16.3,7784254,447848
552500,3,0,2021-05-01,True,12.5,13559623,448594
230410,0,0,2013-11-17,True,508.0,12495684,454860
359550,0,0,2017-12-15,False,940.0,12427315,455134
218620,0,0,2016-11-25,False,0.8,5003527,462029
975370,0,0,2022-12-11,True,69.3,5631937,462418
374320,0,0,2017-08-06,True,294.9,5318319,463057
236850,0,0,2020-02-02,True,58.1,8654527,467862
311210,0,0,2020-06-16,True,60.7,349833,468197
292030,0,0,2015-05-27,True,428.5,11761819,468551
1766740,40,2,2022-12-15,False,1.8,5204982,469783
374320,0,3,2019-03-29,True,18.4,1470009,471967
239030,0,0,2020-04-05,True,26.1,9566009,472398
438100,65,5,2021-01-13,True,361.7,13957313,472611
1824220,0,0,2022-07-02,True,48.7,12104574,473842
4000,0,0,2022-06-25,True,11.8,2273745,476567
244210,0,0,2022-03-20,True,48.4,9578190,477083
397540,0,0,2021-08-15,True,89.4,6036917,477627
1144200,2,0,2021-12-18,True,116.2,13221787,481676
275850,2,2,2016-08-28,False,33.4,13809086,483640
599140,0,0,2020-02-03,True,0.5,8180130,484574
1824220,4,3,2022-06-12,True,109.1,5576441,485043
105600,3,0,2011-12-29,True,153.9,6330276,488574
1091500,0,0,2020-12-13,False,84.1,13860698,488827
1196590,0,0,2022-07-13,True,20.8,5437691,489750
368260,9,0,2022-12-03,False,4.3,2438789,492776
1196590,0,0,2021-05-08,False,15.6,12676694,495010
1142710,0,0,2022-02-18,True,54.7,12442651,500908
686810,0,0,2022-07-26,False,0.9,7868872,501387
518790,0,0,2022-12-10,True,3.6,3806384,506043
304390,0,0,2018-07-05,True,168.1,8965284,507024
377160,0,0,2021-03-26,True,80.5,4526082,510951
304390,3,0,2017-08-12,True,21.1,11528835,512312
202970,0,0,2022-01-05,True,101.0,12991848,512591
1174180,0,0,2019-12-18,True,104.3,11042773,512938
242760,0,0,2020-10-18,True,109.7,3057479,513543
632360,0,0,2022-08-06,True,396.0,1315548,514963
493340,0,0,2022-05-29,True,60.0,5231586,515655
1229490,2,0,2022-05-17,True,3.0,14162292,525025
550,3,0,2020-05-27,True,175.4,5940910,525266
1044720,0,0,2022-08-09,True,33.2,5576441,530380
244210,0,0,2022-02-03,False,0.7,12335243,533453
1817070,0,0,2022-11-22,True,23.2,4708858,533539
289070,0,2,2019-06-06,False,18.8,9884816,535331
1938090,0,0,2022-11-04,True,73.6,13716286,537651
1144200,0,0,2021-12-17,True,50.3,9759992,544169
1174180,0,0,2021-11-01,True,203.9,9983352,546494
1245620,4,0,2022-03-20,True,137.0,13559623,546739
230410,0,0,2017-11-22,False,19.7,8670333,548218
107410,0,0,2019-01-23,True,549.5,10294894,550580
216150,0,0,2021-11-17,True,46.1,10952085,552386
306130,0,0,2020-02-09,True,155.9,5106414,560511
582010,4,0,2019-06-05,True,118.4,536620,562324
632360,2,0,2022-03-16,True,166.4,9853927,567454
284160,4,0,2022-05-26,True,13.5,7784254,568109
39210,0,0,2022-05-19,True,15.7,6992997,568241
594650,0,0,2021-09-28,True,221.0,13183410,568687
413150,3,2,2019-04-28,True,221.0,4080209,571114
306130,0,0,2020-04-04,True,66.1,3821259,573087
1091500,5,0,2020-12-13,False,2.0,13414495,574886
1938090,0,0,2022-10-28,True,53.4,9065612,576377
244210,0,0,2016-09-16,True,57.0,5108860,579810
1817070,0,0,2022-08-13,True,54.0,6254863,580271
552990,2,2,2019-08-21,False,2.8,8035219,584260
1091500,0,0,2020-12-09,False,78.4,9511556,585829
1044720,0,0,2022-08-09,True,1.7,9884816,585872
266410,48,10,2022-12-01,True,153.0,349833,587649
1938090,0,0,2022-11-09,True,64.5,12634861,589220
275850,0,0,2020-07-20,True,144.9,6758122,595946
552990,9,4,2017-11-16,False,0.4,10833603,595984
230410,0,0,2020-06-18,True,82.5,9191981,597721
42700,0,0,2021-12-08,True,8.4,10662565,599029
814380,3,0,2022-05-08,True,9.4,5078388,600284
620980,0,0,2022-03-07,True,6.8,3037756,603292
438100,2,0,2021-12-05,True,330.4,4348185,604198
42700,0,0,2022-06-06,True,11.1,5108860,604492
1250410,0,0,2020-12-27,False,205.3,5514950,604588
435150,0,0,2021-02-16,True,101.1,7004992,605114
1085660,80,14,2020-03-11,False,382.9,5519932,610292
1144200,0,0,2022-09-04,True,9.7,9566009,610339
108600,3,0,2022-03-01,True,9.5,13559623,610564
582660,0,0,2022-07-18,False,9.3,806839,611472
108600,0,0,2015-12-07,True,8.8,11751568,612692
431960,0,0,2022-04-12,True,22.0,2518436,615903
394360,0,0,2020-12-09,True,350.0,8708193,617800
1794680,0,0,2022-12-18,True,70.6,12364206,619378
381210,2,0,2016-06-14,False,619.9,3740911,627328
252490,0,0,2014-02-17,True,90.2,13835944,627423
440900,3,0,2017-02-01,True,202.2,4733105,629235
594650,3,0,2020-11-19,True,63.7,11338834,632828
1938090,0,0,2022-12-29,True,69.2,1714451,633487
1174180,3,0,2021-07-17,True,787.7,5514950,634708
1174180,3,0,2021-11-25,True,190.5,5476662,635841
294100,2,0,2018-08-29,True,554.7,5631937,638721
107410,2,0,2022-06-28,False,2.1,4348185,640658
546560,5,0,2020-03-23,True,17.6,12092591,642733
386360,0,0,2020-02-17,True,416.5,8654527,644318
438100,0,0,2021-08-27,True,10.7,2299281,645464
1144200,0,0,2022-03-18,True,14.8,2478931,645798
304390,0,0,2021-05-02,True,108.3,13396294,646740
252490,0,0,2019-10-02,True,16.0,9255488,647279
377160,0,0,2021-01-14,True,39.1,8708193,647661
578080,49,0,2017-07-26,False,19.1,11528835,652551
221100,0,0,2015-06-17,True,232.6,13835944,653455
1144200,0,0,2021-12-19,False,26.8,5108860,654471
397540,0,0,2020-03-23,True,43.5,11735062,657079
550,4,2,2017-06-26,True,272.6,5476662,657974
377160,0,0,2019-02-20,True,80.8,12331740,663077
239030,0,0,2022-06-05,True,5.8,10217173,663917
1599340,32,5,2022-02-21,True,105.8,7878338,665215
1466860,0,0,2021-10-28,True,32.5,5576441,665598
613100,0,0,2022-12-19,False,0.5,1470009,666483
1222670,0,0,2020-11-28,True,23.4,2425249,667877
1332010,2,0,2022-07-30,True,17.5,13873776,668517
975370,0,0,2022-12-06,True,5.6,5519932,668771
1240440,3,0,2021-11-16,True,24.2,872243,670758
218620,6,0,2013-08-17,True,167.3,13714904,671132
374320,0,0,2020-07-06,True,101.3,9853927,674024
686810,0,0,2021-08-04,True,67.7,11528835,674136
397540,0,2,2020-03-14,True,133.4,3057479,677390
686810,0,0,2021-11-24,True,112.0,5576441,677418
107410,0,0,2019-11-15,True,225.3,9759992,680014
264710,0,0,2020-12-17,True,101.3,3057479,683207
381210,0,0,2019-06-04,True,37.4,5460964,686873
1172620,0,0,2021-05-23,False,0.7,9555632,687916
202970,0,0,2015-05-03,True,9.3,5559002,688917
546560,0,0,2020-03-24,True,13.0,9511556,690299
526870,0,0,2022-11-27,True,7.1,13396294,692787
250900,0,0,2014-12-28,True,203.2,14162292,700182
582010,0,0,2020-12-31,True,7.3,11413842,705747
1172470,0,0,2021-10-24,True,584.7,9222687,706036
536270,3,0,2022-02-01,False,0.4,7868872,706150
1997040,5,2,2022-10-18,False,26.6,9884816,706859
1174180,0,0,2022-12-18,True,5.3,4569848,709557
271590,0,0,2015-04-14,True,335.3,5108860,714677
976730,0,0,2020-05-21,True,49.8,11515038,714852
976730,0,0,2019-12-26,False,7.9,6427023,716207
292030,0,0,2016-01-04,True,93.4,3092238,716831
1462040,86,9,2022-06-17,False,3.8,979894,720319
108600,0,0,2022-12-03,True,9.8,10217173,723087
1142710,0,0,2022-02-21,True,601.9,4784381,723144
108600,5,0,2013-11-26,True,96.8,13851757,723229
495420,3,0,2022-05-21,False,2.5,7377870,723257
368260,7,2,2022-12-02,True,22.6,9884816,723898
976730,0,0,2022-06-13,True,25.5,9565744,724196
1824220,152,15,2022-06-13,False,23.4,11375495,724272
1240440,3,0,2021-11-17,False,2.2,11936036,724279
221100,3,0,2017-05-16,False,18.0,8572913,727636
238960,4,0,2018-11-21,True,57.8,4919500,732367
1172620,2,0,2020-06-03,True,0.3,11082203,732693
239030,0,0,2022-09-26,True,20.5,11293096,733542
233860,0,0,2019-11-29,True,46.4,6309088,742366
1496790,0,0,2022-12-31,True,30.3,4083318,749942
1551360,0,0,2021-11-18,False,271.6,6752582,751844
250900,6,0,2015-01-13,True,597.7,1141354,757446
22380,2,0,2017-11-05,True,52.1,4923155,758604
275850,0,0,2022-07-23,True,30.8,8572913,759445
546560,0,0,2021-04-07,True,32.7,4326922,761630
1229490,0,0,2021-04-22,True,0.8,13505843,762103
374320,0,0,2021-06-27,True,71.7,4393015,762224
1938090,0,0,2022-10-30,False,393.9,5661424,764432
1313140,0,0,2022-11-07,True,17.7,3740911,764644
1250410,0,0,2020-08-22,True,76.4,3261601,765266
1361210,2,0,2022-12-06,False,103.0,11477812,766311
1286830,77,14,2020-07-29,False,9.6,2486073,766980
1190000,2,0,2022-06-21,False,1.9,10916049,768312
289070,0,0,2021-03-05,True,162.4,14162292,768919
292030,3,0,2020-03-25,True,136.0,11322127,771301
1145360,3,0,2021-12-30,True,11.4,10408310,774767
431960,0,0,2019-11-03,True,429.2,2218725,776168
1592190,2,0,2022-09-29,True,24.6,12411768,776410
242760,2,0,2018-08-15,True,47.1,6215931,777944
377160,0,0,2017-09-30,True,141.1,9176683,778345
1794680,0,0,2022-12-11,True,36.8,866750,781005
1284210,0,0,2022-08-23,True,202.1,4393015,786082
546560,7,0,2021-07-14,True,61.2,11397265,786410
1172620,2,0,2020-06-06,True,301.4,13984983,786665
814380,2,0,2019-12-26,True,120.5,10997441,788199
374320,3,0,2016-04-17,True,139.2,11735062,794793
238960,0,0,2015-02-06,True,378.4,9476778,795253
1290000,0,0,2022-02-03,True,13.6,14102007,795446
489830,3,0,2017-12-01,False,0.5,14011317,799252
250900,0,0,2014-11-07,True,573.8,6236344,800716
105600,5,0,2012-01-02,True,870.0,8975022,801859
292030,2,0,2019-04-04,True,292.6,10625816,803251
1222670,3,0,2022-02-08,True,42.9,13559623,803279
230410,9,0,2020-06-15,False,43.2,2835666,808292
1817070,0,0,2022-08-20,True,48.5,3738615,816639
1172470,2,0,2022-01-22,True,88.2,13396294,818555
252490,0,0,2015-06-15,False,10.4,5108860,818708
1245620,2,0,2022-03-13,True,123.2,11375495,820814
107410,0,0,2020-02-09,True,249.2,5231586,821001
1850570,2,0,2022-04-12,True,11.8,4393015,826829
1817190,93,2,2022-12-13,True,14.8,1331983,827023
394360,0,0,2020-06-28,False,26.5,5106414,827686
252490,0,0,2020-07-04,True,418.8,11895026,828316
1172470,0,0,2022-11-01,False,547.4,4232774,832032
255710,0,0,2018-06-04,True,312.6,11761819,835148
1222670,0,0,2022-01-02,True,129.0,3567505,840426
578080,0,0,2017-11-23,True,50.7,12064297,841678
292030,2,0,2015-07-29,True,104.8,3783752,845070
815370,56,0,2021-04-21,True,90.3,12829794,849335
1174180,2,3,2021-06-25,False,14.3,293710,850690
1332010,0,0,2022-07-24,True,8.6,7995391,851267
495420,2,0,2020-06-14,True,88.4,3919208,852846
271590,0,0,2017-06-15,True,135.3,5519932,852989
1938090,0,0,2022-11-25,False,31.5,2478931,855767
105600,0,0,2020-05-20,True,77.4,5519932,856282
304390,0,0,2018-11-24,False,11.1,4192334,859567
292030,4,0,2016-11-25,True,119.5,2606038,860664
438100,9,4,2020-09-26,False,40.8,10916049,861555
218620,2,0,2015-07-02,True,733.8,4690352,862605
311210,0,0,2022-07-19,True,11.2,9272968,865095
1217060,0,0,2021-08-25,True,50.8,8418921,865207
271590,2,0,2021-07-06,True,405.1,9222687,865235
916440,4,0,2019-05-15,False,16.5,12676694,865895
275850,2,0,2018-08-04,True,33.8,11413842,869932
271590,0,0,2017-03-05,False,481.7,5892738,876599
271590,0,0,2020-02-13,False,0.1,5231586,879355
1794680,0,0,2022-11-26,True,6.8,13171669,880328
377160,2,0,2018-03-05,False,24.3,14236165,883711
602960,0,0,2020-10-25,True,50.9,14090611,886806
250900,0,0,2017-05-09,True,0.4,3067834,887538
374320,0,2,2018-02-10,False,7.4,3740911,889289
261550,0,0,2022-02-19,True,537.6,9204056,889821
1240440,4,0,2022-05-20,False,3.8,5078388,891031
294100,0,0,2021-03-01,True,171.4,13235729,892361
1091500,3,0,2021-11-05,False,72.6,4923155,894116
289070,0,0,2018-04-23,False,7.3,11156476,895484
440900,0,0,2017-02-15,True,395.9,2887896,895632
107410,2,0,2017-04-13,True,414.4,13221787,895793
1426210,0,0,2021-06-18,True,37.1,11509589,897439
1435790,0,0,2022-03-02,True,10.9,13235729,897772
42700,0,0,2020-07-04,True,6.2,13505843,899384
1174180,37,7,2022-09-09,False,8.8,5437691,901914
250900,0,0,2014-12-21,True,514.2,12411768,902407
1592190,0,0,2022-10-09,False,1.7,13466358,904082
244850,0,0,2022-12-29,True,10.8,2299281,904515
431960,0,0,2022-07-13,True,18.6,6579831,907354
962130,0,0,2020-11-15,True,9.7,12427315,908410
552990,7,2,2019-03-10,False,0.1,12915709,910385
1174180,0,0,2021-01-19,True,93.0,5230661,918427
440900,0,0,2020-03-27,True,567.0,5671774,918431
1174180,0,0,2022-05-07,True,79.9,4742380,920162
270880,0,0,2019-11-05,True,43.7,4326922,920396
438100,0,0,2021-07-08,True,17.6,11410594,921878
1938090,2,0,2022-10-31,True,57.2,11397265,924811
620980,0,0,2018-05-12,True,13.0,744608,925169
275850,0,0,2021-09-06,True,58.7,7314330,931289
108600,0,0,2022-03-10,True,15.2,4326922,936377
1817070,3,0,2022-08-15,True,19.2,12915709,938303
1174180,2,7,2020-09-30,False,225.9,3057479,939926
570,0,0,2018-02-22,True,29.9,1260697,943847
1172620,5,3,2022-04-02,False,33.7,806839,946029
1592190,0,0,2022-12-27,False,12.1,4368876,947138
1817070,34,0,2022-08-15,True,13.1,979894,953398
1850570,0,0,2022-11-22,True,115.4,4526082,955402
1466860,59,8,2022-03-26,False,58.2,2438789,956223
376210,4,0,2018-07-03,True,15.8,3261601,957664
252490,0,0,2015-03-12,True,432.3,13851757,961317
275850,0,0,2020-09-26,True,274.6,10916049,962065
304390,0,0,2020-08-01,False,89.4,12114609,964803
107410,0,0,2019-12-26,True,81.9,9983352,965009
960090,8,0,2020-09-28,True,57.5,11220990,967145
377160,4,2,2020-06-24,True,7.7,7411738,970067
413150,2,0,2016-03-02,True,128.9,12155349,975500
431960,0,0,2021-05-05,True,25.6,7107967,977912
108600,0,0,2022-01-04,True,59.2,9511556,978610
252490,0,0,2017-10-26,False,2.2,7338785,983003
271590,2,2,2018-03-18,True,294.5,5980900,987244
236390,0,0,2015-01-29,True,315.0,5363993,990448
250900,0,0,2021-03-31,True,23.4,9454236,991115
42700,0,0,2016-01-22,True,36.6,13835944,995888
